date,code,hhmm,price,volume
20260904,000225,1438,3755,0
20260904,000225,1439,3755,0
20260904,000225,1440,3710,598
20260904,000225,1441,3715,229
20260904,000225,1442,3700,61
20260904,000225,1443,3705,67
20260904,000225,1444,3705,125
20260904,000225,1445,3695,351
20260904,000225,1446,3675,441
20260904,000225,1447,3655,2443
20260904,000225,1448,3675,25
20260904,000225,1449,3670,11
20260904,000225,1450,3690,10
20260904,000225,1451,3685,34
20260904,000225,1452,3685,0
20260904,000225,1453,3685,0
20260904,000225,1454,3650,877
20260904,000225,1455,3645,5089
20260904,000225,1456,3680,1
20260904,000225,1457,3680,0
20260904,000225,1458,3680,0
20260904,000225,1459,3680,0
20260904,000225,1500,3645,2132
20260904,000225,1501,3660,9
20260904,000225,1502,3660,0
20260904,000225,1503,3660,0
20260904,000225,1504,3650,1
20260904,000225,1505,3645,551
20260904,000225,1506,3645,0
20260904,000225,1507,3645,717
20260904,000225,1508,3645,794
20260904,000225,1509,3640,484
20260904,000225,1510,3650,2
20260904,000225,1511,3650,202
20260904,000225,1512,3655,62
20260904,000225,1513,3655,0
20260904,000225,1514,3655,0
20260904,000225,1515,3650,520
20260904,000225,1516,3645,83
20260904,000225,1517,3650,527
20260904,000225,1518,3650,0
20260904,000225,1519,3650,11
20260904,000225,1520,3650,0
20260904,000225,1521,3650,0
20260904,000225,1522,3650,0
20260904,000225,1523,3650,0
20260904,000225,1524,3650,0
20260904,000225,1525,3650,0
20260904,000225,1526,3650,0
20260904,000225,1527,3650,0
20260904,000225,1528,3650,0
20260904,000225,1529,3650,0
20260904,000225,1530,3635,1492
20260904,000270,0901,130100,13745
20260904,000270,0902,129000,6119
20260904,000270,0903,129000,8180
20260904,000270,0904,128700,4322
20260904,000270,0905,128800,1329
20260904,000270,0906,128600,4318
20260904,000270,0907,128400,2864
20260904,000270,0908,128500,3034
20260904,000270,0909,128400,2680
20260904,000270,0910,128200,2749
20260904,000270,0911,128500,3243
20260904,000270,0912,128300,3234
20260904,000270,0913,127700,6467
20260904,000270,0914,127800,4757
20260904,000270,0915,127600,3858
20260904,000270,0916,127900,1922
20260904,000270,0917,127700,1374
20260904,000270,0918,127900,1686
20260904,000270,0919,127800,3146
20260904,000270,0920,127700,1271
20260904,000270,0921,127500,2819
20260904,000270,0922,127200,4959
20260904,000270,0923,127300,2747
20260904,000270,0924,127400,432
20260904,000270,0925,127400,2597
20260904,000270,0926,127300,708
