종목명,현재가,등락률,당일_게시글수,현재_외국인비중,시장구분,어제_종가,어제_외국인비중,게시물_요약,감정분석,Top_Keyword,연속_등록,latest_posts,code
쏠리드,13120,+1.71%,422,12.90%,KOSDAQ,12900.0,14.13%,이번주도 고생많으셨습니다 / 12000원대 눌러주면 꾹꾹 담아라[2] / 다음주 매물다먹어버리고 상갈듯 / 평단14350.[2],Negative (67%),"오늘, 쏠리드, 프로그램",1,"[{'title': '이번주도 고생많으셨습니다', 'date': '2026.03.20 17:33', 'views': '142', 'likes': '16', 'dislikes': '3', 'link': '/item/board_read.naver?code=050890&nid=415518484&page=1', 'score': 622}, {'title': '다음주 매물다먹어버리고 상갈듯', 'date': '2026.03.20 17:59', 'views': '95', 'likes': '12', 'dislikes': '6', 'link': '/item/board_read.naver?code=050890&nid=415519976&page=1', 'score': 455}, {'title': '신고가를 기록해도 기분 드럽게 만드네....[1]', 'date': '2026.03.20 14:43', 'views': '115', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=050890&nid=415500455&page=4', 'score': 415}, {'title': '곧 큰형님들 몸푸십니다[1]', 'date': '2026.03.20 17:59', 'views': '150', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=050890&nid=415519988&page=1', 'score': 420}, {'title': '이런주식은 절대로[1]', 'date': '2026.03.20 15:44', 'views': '58', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=050890&nid=415509871&page=3', 'score': 328}, {'title': '평단14350.[2]', 'date': '2026.03.20 14:04', 'views': '157', 'likes': '9', 'dislikes': '0', 'link': '/item/board_read.naver?code=050890&nid=415494260&page=5', 'score': 427}, {'title': '뭐 겁나 오를것처럼 말하는대 그럼 로봇주나 반...', 'date': '2026.03.20 18:42', 'views': '124', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=050890&nid=415522129&page=1', 'score': 364}, {'title': '기가 막히게 털고 나가네~~[1]', 'date': '2026.03.20 14:05', 'views': '90', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=050890&nid=415494364&page=4', 'score': 330}, {'title': '12000원대 눌러주면 꾹꾹 담아라[2]', 'date': '2026.03.20 17:23', 'views': '309', 'likes': '7', 'dislikes': '7', 'link': '/item/board_read.naver?code=050890&nid=415517908&page=1', 'score': 519}, {'title': '참나!', 'date': '2026.03.20 17:08', 'views': '53', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=050890&nid=415516847&page=1', 'score': 263}]",050890
한온시스템,4140,+0.73%,214,6.92%,KOSPI,4110.0,6.87%,마음편하게 주식합시다[1] / 골드만 삭스 280만주 매수 캬[2] / 형님들 제가 누누히 말하지만 이종목이[7] / 공매 세력들 많이 쫄리나본데?? ㅋㅋㅋ[2],Negative (54%),"어제, 오늘, 한온",1,"[{'title': '마음편하게 주식합시다[1]', 'date': '2026.03.20 10:17', 'views': '172', 'likes': '18', 'dislikes': '0', 'link': '/item/board_read.naver?code=018880&nid=415456883&page=7', 'score': 712}, {'title': '공매 세력들 많이 쫄리나본데?? ㅋㅋㅋ[2]', 'date': '2026.03.20 17:34', 'views': '203', 'likes': '15', 'dislikes': '2', 'link': '/item/board_read.naver?code=018880&nid=415518518&page=1', 'score': 653}, {'title': '월욜 시초가 갭상승[3]', 'date': '2026.03.20 17:59', 'views': '164', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=018880&nid=415520015&page=1', 'score': 554}, {'title': '골드만 삭스 280만주 매수 캬[2]', 'date': '2026.03.20 16:29', 'views': '300', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=018880&nid=415514180&page=1', 'score': 690}, {'title': '공매놈들 발등에 불남', 'date': '2026.03.20 15:53', 'views': '79', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=018880&nid=415510952&page=2', 'score': 439}, {'title': '형님들 제가 누누히 말하지만 이종목이[7]', 'date': '2026.03.20 18:23', 'views': '330', 'likes': '11', 'dislikes': '6', 'link': '/item/board_read.naver?code=018880&nid=415521240&page=1', 'score': 660}, {'title': '내첫차는 아반떼[3]', 'date': '2026.03.20 17:55', 'views': '213', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=018880&nid=415519711&page=1', 'score': 543}, {'title': '세계 경제지표 골드만삭스  매입만으로 신뢰...', 'date': '2026.03.20 17:24', 'views': '114', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=018880&nid=415517956&page=1', 'score': 444}, {'title': '골드만이 본격적으로 사려고 맘 먹었나보네.', 'date': '2026.03.20 15:44', 'views': '121', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=018880&nid=415509917&page=2', 'score': 451}, {'title': '주식 모르는 작자들 글 쓰지맙시다~ 다른 종목 ...[4]', 'date': '2026.03.20 09:15', 'views': '117', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=018880&nid=415441436&page=10', 'score': 447}]",018880
대한광통신,7440,+0.68%,224,4.88%,KOSDAQ,7390.0,5.73%,"애들아...[8] / 제가 몇달 전에 빛과전자랑 대한광통신 반반씩 ...[2] / 4월 24일 '15,000원' 고지 점령, 과...[2] / 난 잘 가고있는거라 생각하는데..[3]",Positive (61%),"오늘, 대한광통신, 투경",1,"[{'title': '애들아...[8]', 'date': '2026.03.20 15:35', 'views': '725', 'likes': '42', 'dislikes': '6', 'link': '/item/board_read.naver?code=010170&nid=415508574&page=1', 'score': 1985}, {'title': '제가 몇달 전에 빛과전자랑 대한광통신 반반씩 ...[2]', 'date': '2026.03.20 11:51', 'views': '417', 'likes': '16', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=415474378&page=6', 'score': 897}, {'title': '지금 통신관련주중에 투경은 이것만이다[1]', 'date': '2026.03.20 10:36', 'views': '154', 'likes': '16', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=415460440&page=7', 'score': 634}, {'title': '모든 파트의 대장주가 힘을 응축하면 그 폭발력...[1]', 'date': '2026.03.20 11:56', 'views': '238', 'likes': '15', 'dislikes': '2', 'link': '/item/board_read.naver?code=010170&nid=415475108&page=6', 'score': 688}, {'title': '미국 광통신종목 루멘템 홀딩스', 'date': '2026.03.20 08:00', 'views': '108', 'likes': '15', 'dislikes': '3', 'link': '/item/board_read.naver?code=010170&nid=415429974&page=12', 'score': 558}, {'title': ""4월 24일 '15,000원' 고지 점령, 과...[2]"", 'date': '2026.03.20 15:19', 'views': '413', 'likes': '14', 'dislikes': '2', 'link': '/item/board_read.naver?code=010170&nid=415506164&page=2', 'score': 833}, {'title': '난 잘 가고있는거라 생각하는데..[3]', 'date': '2026.03.20 12:42', 'views': '350', 'likes': '14', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=415481694&page=5', 'score': 770}, {'title': '재미로 보는 프로그램 매동[2]', 'date': '2026.03.20 11:22', 'views': '295', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=415469116&page=7', 'score': 655}, {'title': '털리는 모지리들이 적당히 있는게 가볍게 수월하...[2]', 'date': '2026.03.20 17:03', 'views': '308', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=010170&nid=415516549&page=1', 'score': 638}, {'title': '주식투자에 왕도는 신도 모릅니다..이리저리 불...[1]', 'date': '2026.03.20 12:43', 'views': '162', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=010170&nid=415481823&page=5', 'score': 492}]",010170
삼성중공업,28550,+0.18%,320,33.97%,KOSPI,28500.0,34.05%,유증을[3] / 3779억원[1] / 시세 조종으로 금감원 민원 접수함[1] / 놀랍다 수주 호재가 떴는데[1],Negative (56%),"오늘, 삼중, ...",1,"[{'title': '유증을[3]', 'date': '2026.03.20 17:29', 'views': '316', 'likes': '41', 'dislikes': '0', 'link': '/item/board_read.naver?code=010140&nid=415518245&page=1', 'score': 1546}, {'title': '3779억원[1]', 'date': '2026.03.20 15:56', 'views': '97', 'likes': '13', 'dislikes': '0', 'link': '/item/board_read.naver?code=010140&nid=415511350&page=2', 'score': 487}, {'title': '시세 조종으로 금감원 민원 접수함[1]', 'date': '2026.03.20 09:31', 'views': '82', 'likes': '13', 'dislikes': '0', 'link': '/item/board_read.naver?code=010140&nid=415445921&page=13', 'score': 472}, {'title': '주총하면', 'date': '2026.03.20 16:31', 'views': '58', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=010140&nid=415514368&page=2', 'score': 418}, {'title': '놀랍다 수주 호재가 떴는데[1]', 'date': '2026.03.20 09:06', 'views': '108', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=010140&nid=415439047&page=15', 'score': 468}, {'title': '원래[1]', 'date': '2026.03.20 08:15', 'views': '103', 'likes': '12', 'dislikes': '2', 'link': '/item/board_read.naver?code=010140&nid=415431782&page=16', 'score': 463}, {'title': '삼중 주포 짠지야. 너만. 배불리 먹으면 안되 ...', 'date': '2026.03.20 17:27', 'views': '71', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=010140&nid=415518112&page=1', 'score': 401}, {'title': '와 걍 손절치니까 스트레스 안받음', 'date': '2026.03.20 16:42', 'views': '42', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=010140&nid=415515080&page=2', 'score': 372}, {'title': '아이구 감사합니다.', 'date': '2026.03.20 16:07', 'views': '70', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=010140&nid=415512387&page=2', 'score': 400}, {'title': 'FLNG 수주좀 발표해라 지금 타이밍...', 'date': '2026.03.20 10:07', 'views': '56', 'likes': '11', 'dislikes': '0', 'link': '/item/board_read.naver?code=010140&nid=415454535&page=12', 'score': 386}]",010140
차백신연구소,4080,-0.12%,702,0.00%,KOSDAQ,4085.0,0.00%,고생들했어요 월요일부터 10연상갈꺼같습니다.[6] / 대박뉴스[4] / 세력도 모질지만[2] / --현재+30%상한가=매수9억원----꼭...꼭...[1],Negative (57%),"오늘, 아리바이오, ㅋㅋ",1,"[{'title': '고생들했어요 월요일부터 10연상갈꺼같습니다.[6]', 'date': '2026.03.20 18:05', 'views': '452', 'likes': '28', 'dislikes': '11', 'link': '/item/board_read.naver?code=261780&nid=415520275&page=1', 'score': 1292}, {'title': '--현재+30%상한가=매수9억원----꼭...꼭...[1]', 'date': '2026.03.20 08:45', 'views': '72', 'likes': '21', 'dislikes': '1', 'link': '/item/board_read.naver?code=261780&nid=415435652&page=35', 'score': 702}, {'title': '대박뉴스[4]', 'date': '2026.03.20 17:07', 'views': '379', 'likes': '19', 'dislikes': '3', 'link': '/item/board_read.naver?code=261780&nid=415516776&page=3', 'score': 949}, {'title': '세력도 모질지만[2]', 'date': '2026.03.20 19:08', 'views': '232', 'likes': '17', 'dislikes': '3', 'link': '/item/board_read.naver?code=261780&nid=415523392&page=1', 'score': 742}, {'title': '아리바이오, ADPD서 AR1001 ...[3]', 'date': '2026.03.20 16:27', 'views': '263', 'likes': '12', 'dislikes': '6', 'link': '/item/board_read.naver?code=261780&nid=415514096&page=4', 'score': 623}, {'title': '이러다', 'date': '2026.03.20 14:51', 'views': '28', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=261780&nid=415501726&page=14', 'score': 388}, {'title': '생각해 보니 딱딱 들어맞네[3]', 'date': '2026.03.20 18:52', 'views': '294', 'likes': '11', 'dislikes': '5', 'link': '/item/board_read.naver?code=261780&nid=415522636&page=1', 'score': 624}, {'title': '정상가격 1200~1300원대[1]', 'date': '2026.03.20 18:14', 'views': '281', 'likes': '11', 'dislikes': '11', 'link': '/item/board_read.naver?code=261780&nid=415520771&page=1', 'score': 611}, {'title': '현대도 상가구', 'date': '2026.03.20 17:20', 'views': '208', 'likes': '11', 'dislikes': '3', 'link': '/item/board_read.naver?code=261780&nid=415517678&page=2', 'score': 538}, {'title': '시외 물타다가 대주주되겠다', 'date': '2026.03.20 16:40', 'views': '38', 'likes': '11', 'dislikes': '1', 'link': '/item/board_read.naver?code=261780&nid=415514950&page=4', 'score': 368}]",261780
삼성전자,199400,-0.55%,800,49.52%,KOSPI,200500.0,49.53%,800만주는 삼성생명+삼성화재가 판것.[1] / 오늘 잘 버텼네요 .[1] / 외인 10프로 나갔는데도 20만원[1] / 어차피 여기서 백날 떠들어봤자 ㅋ[2],Negative (68%),"오늘, 월요일, 나스닥",1,"[{'title': '이재명 지지율이 계속 오르는 이유.[1]', 'date': '2026.03.20 18:37', 'views': '67', 'likes': '14', 'dislikes': '8', 'link': '/item/board_read.naver?code=005930&nid=415521895&page=16', 'score': 487}, {'title': '▲금요일 밤 10시~ 일욜까지 뭔일이? ㅡ>...[2]', 'date': '2026.03.20 17:02', 'views': '108', 'likes': '13', 'dislikes': '1', 'link': '/item/board_read.naver?code=005930&nid=415516432&page=28', 'score': 498}, {'title': '반도체는 호황 불황사이클 반복 업종이다 ㅡ>이...', 'date': '2026.03.20 16:54', 'views': '66', 'likes': '13', 'dislikes': '0', 'link': '/item/board_read.naver?code=005930&nid=415515896&page=29', 'score': 456}, {'title': '어차피 여기서 백날 떠들어봤자 ㅋ[2]', 'date': '2026.03.20 16:46', 'views': '134', 'likes': '13', 'dislikes': '5', 'link': '/item/board_read.naver?code=005930&nid=415515347&page=30', 'score': 524}, {'title': '외인 10프로 나갔는데도 20만원[1]', 'date': '2026.03.20 16:00', 'views': '169', 'likes': '13', 'dislikes': '2', 'link': '/item/board_read.naver?code=005930&nid=415511806&page=35', 'score': 559}, {'title': '800만주는 삼성생명+삼성화재가 판것.[1]', 'date': '2026.03.20 15:45', 'views': '356', 'likes': '13', 'dislikes': '6', 'link': '/item/board_read.naver?code=005930&nid=415510008&page=38', 'score': 746}, {'title': '월요일 급등이네', 'date': '2026.03.20 17:38', 'views': '93', 'likes': '12', 'dislikes': '4', 'link': '/item/board_read.naver?code=005930&nid=415518754&page=23', 'score': 453}, {'title': '전쟁 imf 유사한것 올때는 뭐가최고 예금자 ...', 'date': '2026.03.20 17:08', 'views': '60', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=005930&nid=415516866&page=27', 'score': 420}, {'title': '오늘 잘 버텼네요 .[1]', 'date': '2026.03.20 16:36', 'views': '337', 'likes': '12', 'dislikes': '3', 'link': '/item/board_read.naver?code=005930&nid=415514717&page=31', 'score': 697}, {'title': '현재 삼전은 졸라쎈거임', 'date': '2026.03.20 16:19', 'views': '135', 'likes': '12', 'dislikes': '1', 'link': '/item/board_read.naver?code=005930&nid=415513503&page=32', 'score': 495}]",005930
흥아해운,3030,-0.66%,454,2.40%,KOSPI,3050.0,2.39%,장금상선·MSC 연합 ‘유조선 공룡’ 뜬다[1] / 장금상선 지분 50% 매각이 호재인 이유 설...[2] / 월요일부터[2] / 외국인도 기관도 담았네~~~[2],Positive (54%),"오늘, 이제, 단일가",1,"[{'title': '장금상선·MSC 연합 ‘유조선 공룡’ 뜬다[1]', 'date': '2026.03.20 18:03', 'views': '250', 'likes': '19', 'dislikes': '5', 'link': '/item/board_read.naver?code=003280&nid=415520181&page=2', 'score': 820}, {'title': 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전쟁 끝나봐라 운송전쟁이지', 'date': '2026.03.20 15:20', 'views': '94', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=003280&nid=415506312&page=4', 'score': 484}, {'title': '오늘은[1]', 'date': '2026.03.20 10:52', 'views': '66', 'likes': '12', 'dislikes': '4', 'link': '/item/board_read.naver?code=003280&nid=415463717&page=15', 'score': 426}, {'title': '장금상선 지분 50% 매각이 호재인 이유 설...[2]', 'date': '2026.03.20 08:59', 'views': '320', 'likes': '12', 'dislikes': '4', 'link': '/item/board_read.naver?code=003280&nid=415437505&page=20', 'score': 680}, {'title': '월요일부터[2]', 'date': '2026.03.20 18:03', 'views': '262', 'likes': '11', 'dislikes': '2', 'link': '/item/board_read.naver?code=003280&nid=415520188&page=2', 'score': 592}, {'title': '다음주 바로 만원찍고 가시던가ㅋㅋ[1]', 'date': '2026.03.20 18:09', 'views': '142', 'likes': '10', 'dislikes': '3', 'link': '/item/board_read.naver?code=003280&nid=415520501&page=1', 'score': 442}, {'title': '-4%시작 -6%찍고 +30%가능함?[2]', 'date': '2026.03.20 11:31', 'views': '138', 'likes': '10', 'dislikes': '5', 'link': '/item/board_read.naver?code=003280&nid=415470964&page=13', 'score': 438}, {'title': '오후장 빨간기둥 원하면 개추', 'date': '2026.03.20 10:46', 'views': '24', 'likes': '10', 'dislikes': '1', 'link': '/item/board_read.naver?code=003280&nid=415462474&page=15', 'score': 324}, {'title': '외국인도 기관도 담았네~~~[2]', 'date': '2026.03.20 18:23', 'views': '226', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=003280&nid=415521198&page=1', 'score': 496}, {'title': '이곳이 싫으면 조용히 떠나라', 'date': '2026.03.20 12:40', 'views': '26', 'likes': '9', 'dislikes': '2', 'link': '/item/board_read.naver?code=003280&nid=415481462&page=11', 'score': 296}]",003280
케이뱅크,6600,-1.64%,448,0.08%,KOSPI,6710.0,0.01%,어우 힘들다[3] / 31일 주총입니다 다들 연장 챙기죠[1] / 하 벌써 20% 마이너스 / 어디까지내려가려나?[1],Positive (58%),"케이뱅크, 이거, 오늘",1,"[{'title': '어우 힘들다[3]', 'date': '2026.03.20 13:41', 'views': '100', 'likes': '21', 'dislikes': '4', 'link': '/item/board_read.naver?code=279570&nid=415490849&page=6', 'score': 730}, {'title': '어디까지내려가려나?[1]', 'date': '2026.03.20 11:50', 'views': '54', 'likes': '10', 'dislikes': '4', 'link': '/item/board_read.naver?code=279570&nid=415474183&page=11', 'score': 354}, {'title': '하 벌써 20% 마이너스', 'date': '2026.03.20 11:29', 'views': '55', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=279570&nid=415470622&page=11', 'score': 355}, {'title': '31일 주총입니다 다들 연장 챙기죠[1]', 'date': '2026.03.20 11:21', 'views': '70', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=279570&nid=415469038&page=12', 'score': 370}, {'title': '개사기주 입니다', 'date': '2026.03.20 12:49', 'views': '34', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=279570&nid=415482785&page=9', 'score': 304}, {'title': '우리은행.NH투자증권 사외이사 물러나야', 'date': '2026.03.20 14:14', 'views': '38', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=279570&nid=415495994&page=5', 'score': 278}, {'title': '국민청원', 'date': '2026.03.20 12:17', 'views': '45', 'likes': '8', 'dislikes': '0', 'link': '/item/board_read.naver?code=279570&nid=415478260&page=10', 'score': 285}, {'title': '패가망신.', 'date': '2026.03.20 14:10', 'views': '29', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=279570&nid=415495372&page=6', 'score': 239}, {'title': 'Per높다고?', 'date': '2026.03.20 12:34', 'views': '31', 'likes': '7', 'dislikes': '0', 'link': '/item/board_read.naver?code=279570&nid=415480533&page=9', 'score': 241}, {'title': '상장에 받은 10주[1]', 'date': '2026.03.20 12:21', 'views': '113', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=279570&nid=415478760&page=10', 'score': 323}]",279570
우리기술,28400,-1.90%,582,8.20%,KOSDAQ,28950.0,10.44%,■저 정도면-5일선 단거죠?[11] / ■주말애-사고 싶은거[17] / 오늘도 안타깝게 저의 예측이 맞았네요..ㅠ[17] / ■페이퍼-증권가[8],Negative (61%),"우리기술, 오늘, ...",1,"[{'title': '■주말애-사고 싶은거[17]', 'date': '2026.03.20 15:36', 'views': '941', 'likes': '65', 'dislikes': '4', 'link': '/item/board_read.naver?code=032820&nid=415508769&page=4', 'score': 2891}, {'title': '■저 정도면-5일선 단거죠?[11]', 'date': '2026.03.20 15:38', 'views': '1316', 'likes': '57', 'dislikes': '6', 'link': '/item/board_read.naver?code=032820&nid=415509037&page=3', 'score': 3026}, {'title': '■인연-팔로잉[14]', 'date': '2026.03.20 10:22', 'views': '445', 'likes': '56', 'dislikes': '4', 'link': '/item/board_read.naver?code=032820&nid=415457811&page=22', 'score': 2125}, {'title': '■페이퍼-증권가[8]', 'date': '2026.03.20 08:09', 'views': '543', 'likes': '54', 'dislikes': '6', 'link': '/item/board_read.naver?code=032820&nid=415430909&page=29', 'score': 2163}, {'title': '■주식은-오르고..내리는건[7]', 'date': '2026.03.20 10:16', 'views': '468', 'likes': '51', 'dislikes': '5', 'link': '/item/board_read.naver?code=032820&nid=415456653&page=22', 'score': 1998}, {'title': '■두빌-14만[2]', 'date': '2026.03.20 11:00', 'views': '563', 'likes': '48', 'dislikes': '7', 'link': '/item/board_read.naver?code=032820&nid=415465317&page=20', 'score': 2003}, {'title': '■우기-매출에 대한 평가', 'date': '2026.03.20 10:44', 'views': '425', 'likes': '47', 'dislikes': '5', 'link': '/item/board_read.naver?code=032820&nid=415461809&page=21', 'score': 1835}, {'title': '■프매-2~3백만주 매수[2]', 'date': '2026.03.20 09:06', 'views': '438', 'likes': '47', 'dislikes': '7', 'link': '/item/board_read.naver?code=032820&nid=415438984&page=28', 'score': 1848}, {'title': '오늘도 안타깝게 저의 예측이 맞았네요..ㅠ[17]', 'date': '2026.03.20 15:37', 'views': '1450', 'likes': '44', 'dislikes': '1', 'link': '/item/board_read.naver?code=032820&nid=415508951&page=4', 'score': 2770}, {'title': '■쓰리바닥이며는[4]', 'date': '2026.03.20 12:55', 'views': '488', 'likes': '39', 'dislikes': '10', 'link': '/item/board_read.naver?code=032820&nid=415483698&page=16', 'score': 1658}]",032820
휴림로봇,14020,-2.16%,200,6.97%,KOSDAQ,14330.0,7.42%,"휴림로봇, FTSE 스몰캡 지수 신규 편... / 모간이 눈치빨라서[4] / 오늘 15% 이상[1] / 우앙ㆍ290만주를 14020원에 외인...[2]",Positive (62%),"휴림로봇, 어제, 휴림",1,"[{'title': '오늘 15% 이상[1]', 'date': '2026.03.20 08:23', 'views': '196', 'likes': '30', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=415432758&page=10', 'score': 1096}, {'title': '휴림로봇, FTSE 스몰캡 지수 신규 편...', 'date': '2026.03.20 15:56', 'views': '859', 'likes': '21', 'dislikes': '3', 'link': '/item/board_read.naver?code=090710&nid=415511389&page=2', 'score': 1489}, {'title': '모간이 눈치빨라서[4]', 'date': '2026.03.20 15:51', 'views': '689', 'likes': '20', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=415510748&page=2', 'score': 1289}, {'title': '다음주 기대 되는구만~~~~~', 'date': '2026.03.20 15:58', 'views': '192', 'likes': '18', 'dislikes': '3', 'link': '/item/board_read.naver?code=090710&nid=415511546&page=2', 'score': 732}, {'title': '로보스타  장전거래 급등', 'date': '2026.03.20 08:22', 'views': '115', 'likes': '18', 'dislikes': '2', 'link': '/item/board_read.naver?code=090710&nid=415432731&page=10', 'score': 655}, {'title': '우앙ㆍ290만주를 14020원에 외인...[2]', 'date': '2026.03.20 17:14', 'views': '610', 'likes': '15', 'dislikes': '4', 'link': '/item/board_read.naver?code=090710&nid=415517298&page=1', 'score': 1060}, {'title': '안티들아 미안하지만[1]', 'date': '2026.03.20 08:06', 'views': '141', 'likes': '14', 'dislikes': '5', 'link': '/item/board_read.naver?code=090710&nid=415430565&page=10', 'score': 561}, {'title': '어제 시외털린 개미들[2]', 'date': '2026.03.20 08:12', 'views': '184', 'likes': '13', 'dislikes': '3', 'link': '/item/board_read.naver?code=090710&nid=415431415&page=10', 'score': 574}, {'title': 'Ai가 분석한 오늘 모간이', 'date': '2026.03.20 16:10', 'views': '685', 'likes': '12', 'dislikes': '0', 'link': '/item/board_read.naver?code=090710&nid=415512751&page=2', 'score': 1045}, {'title': '감보만', 'date': '2026.03.20 15:57', 'views': '150', 'likes': '11', 'dislikes': '3', 'link': '/item/board_read.naver?code=090710&nid=415511420&page=2', 'score': 480}]",090710
신성이엔지,3010,-2.27%,158,8.88%,KOSPI,3080.0,8.85%,"에헤라디여[1] / 5년만에 조금 손해보고 나왔다 / 기관,외인 몰빵이네~)와!!시간외 급등~ / 금감원[2]",Positive (76%),"태양광, 오늘, 외인",1,"[{'title': '5년만에 조금 손해보고 나왔다', 'date': '2026.03.20 11:31', 'views': '86', 'likes': '10', 'dislikes': '0', 'link': '/item/board_read.naver?code=011930&nid=415470896&page=4', 'score': 386}, {'title': '에헤라디여[1]', 'date': '2026.03.20 15:26', 'views': '260', 'likes': '9', 'dislikes': '1', 'link': '/item/board_read.naver?code=011930&nid=415507334&page=1', 'score': 530}, {'title': '기관,외인 몰빵이네~)와!!시간외 급등~', 'date': '2026.03.20 17:14', 'views': '124', 'likes': '8', 'dislikes': '3', 'link': '/item/board_read.naver?code=011930&nid=415517289&page=1', 'score': 364}, {'title': '저점높이고있죠잉', 'date': '2026.03.20 11:10', 'views': '61', 'likes': '8', 'dislikes': '1', 'link': '/item/board_read.naver?code=011930&nid=415466941&page=5', 'score': 301}, {'title': '이 작은 주식에 외인 빠졌어도 아직 8%넘고', 'date': '2026.03.20 17:54', 'views': '129', 'likes': '7', 'dislikes': '2', 'link': '/item/board_read.naver?code=011930&nid=415519674&page=1', 'score': 339}, {'title': '월요일최소20프로는갈듯', 'date': '2026.03.20 14:17', 'views': '115', 'likes': '7', 'dislikes': '6', 'link': '/item/board_read.naver?code=011930&nid=415496446&page=2', 'score': 325}, {'title': '5년동안', 'date': '2026.03.20 12:36', 'views': '78', 'likes': '7', 'dislikes': '1', 'link': '/item/board_read.naver?code=011930&nid=415480849&page=4', 'score': 288}, {'title': '금감원[2]', 'date': '2026.03.20 10:47', 'views': '145', 'likes': '7', 'dislikes': '3', 'link': '/item/board_read.naver?code=011930&nid=415462666&page=5', 'score': 355}, {'title': '프로그램 매수 금액이  양선으로 돌아섯다.', 'date': '2026.03.20 11:18', 'views': '71', 'likes': '6', 'dislikes': '3', 'link': '/item/board_read.naver?code=011930&nid=415468523&page=5', 'score': 251}, {'title': '퇴계이황이', 'date': '2026.03.20 11:10', 'views': '37', 'likes': '6', 'dislikes': '1', 'link': '/item/board_read.naver?code=011930&nid=415466907&page=5', 'score': 217}]",011930
